Review text,Ratings,sentiment,clean_review
GoodREAD MORE,1,0,goodread
Good ProductAwesome Delivery Nice Durability Highly Recommended 🥰🥰READ MORE,5,1,good productawesome delivery nice durability highly recommended read
Some shuttles are worst.READ MORE,3,0,shuttle worstread
ExcellentREAD MORE,4,1,excellentread
BestREAD MORE,5,1,bestread
Not badREAD MORE,4,1,badread
GoodREAD MORE,5,1,goodread
GoodREAD MORE,5,1,goodread
Very niceREAD MORE,4,1,niceread
GodREAD MORE,5,1,godread
excellentREAD MORE,5,1,excellentread
This is perfectREAD MORE,5,1,perfectread
goodREAD MORE,5,1,goodread
"I don't think it is Mavis 350, quality is badREAD MORE",2,0,dont think mavis quality badread
Very good qualityREAD MORE,5,1,good qualityread
Excellent productREAD MORE,5,1,excellent productread
Quality is not goodREAD MORE,2,0,quality goodread
GoodREAD MORE,4,1,goodread
Worst Quality.....READ MORE,1,0,worst qualityread
ok okREAD MORE,5,1,ok okread
Good one... Little more quality requiredREAD MORE,5,1,good one little quality requiredread
GoodREAD MORE,4,1,goodread
Perfect to playREAD MORE,5,1,perfect playread
Tq okREAD MORE,5,1,tq okread
Genuine product.READ MORE,5,1,genuine productread
Excellent balanceREAD MORE,5,1,excellent balanceread
Too expensiveREAD MORE,1,0,expensiveread
NiceREAD MORE,5,1,niceread
Gud to playREAD MORE,5,1,gud playread
Value for money 💵 buy it again ☺️READ MORE,4,1,value money buy read
Very..good product.. i really... impressedREAD MORE,5,1,verygood product really impressedread
Superb corckREAD MORE,5,1,superb corckread
GoodREAD MORE,5,1,goodread
GoodREAD MORE,4,1,goodread
We play 2 hours daily and none of this lasted a whole day. Poor quality .READ MORE,1,0,play hour daily none lasted whole day poor quality read
SuperREAD MORE,5,1,superread
We use always this.super.READ MORE,5,1,use always thissuperread
Nice 🙂READ MORE,3,0,nice read
Not so bad and not so good.Average product .READ MORE,3,0,bad goodaverage product read
niceREAD MORE,4,1,niceread
Gods productREAD MORE,5,1,god productread
Quality of the product is very good and it's quite genuine productREAD MORE,5,1,quality product good quite genuine productread
Very good...Durable...READ MORE,5,1,gooddurableread
There is no one better than yonex MavisREAD MORE,5,1,one better yonex mavisread
I m using mavis 350 since 5 years.. I would have given 5 stars but -1 star for condition of barrel received. However shuttles are in good condition as it is nylon.Delivery was good received the item within three days.READ MORE,4,1,using mavis since year would given star star condition barrel received however shuttle good condition nylondelivery good received item within three daysread
Bad packings shuttle complicatedREAD MORE,4,1,bad packing shuttle complicatedread
GoodREAD MORE,4,1,goodread
Original made in japanREAD MORE,5,1,original made japanread
This is best for beginners and professionalREAD MORE,5,1,best beginner professionalread
Nice Product.READ MORE,5,1,nice productread
Super productREAD MORE,5,1,super productread
MassiveREAD MORE,5,1,massiveread
NiceREAD MORE,4,1,niceread
SuperREAD MORE,4,1,superread
Go for it without any second thoughtsREAD MORE,5,1,go without second thoughtsread
This is not original Yonex Mavis 350. It is a useless cork with the look and branding of Yonex Mavis 350. It won’t last for more than 2 gamesREAD MORE,1,0,original yonex mavis useless cork look branding yonex mavis wont last gamesread
goodREAD MORE,5,1,goodread
excellentREAD MORE,5,1,excellentread
No need mention anything it's always the bestREAD MORE,5,1,need mention anything always bestread
Excellent qualityREAD MORE,5,1,excellent qualityread
Super Quality mind blowingREAD MORE,5,1,super quality mind blowingread
Good shuttlesREAD MORE,5,1,good shuttlesread
All the shuttle are so niceREAD MORE,5,1,shuttle niceread
ExcellentREAD MORE,5,1,excellentread
Awesome must buyREAD MORE,5,1,awesome must buyread
G9odREAD MORE,5,1,godread
Good quality ☺️READ MORE,5,1,good quality read
GoodREAD MORE,5,1,goodread
The best productREAD MORE,5,1,best productread
GoodREAD MORE,4,1,goodread
"This is my 2nd purchase for same product Good shuttle as compared to othersI don't know but the mavis350 I bought from Flipkart is very very sturdy, nylon skirt gets ripped but cork doesn't get loose or came out of single shuttle and it's good for me We use those ripped shuttle for warm up👍READ MORE",5,1,nd purchase product good shuttle compared othersi dont know mavis bought flipkart sturdy nylon skirt get ripped cork doesnt get loose came single shuttle good use ripped shuttle warm upread
Good productREAD MORE,4,1,good productread
"High durability, long lasting,READ MORE",4,1,high durability long lastingread
Long life and good qualityREAD MORE,4,1,long life good qualityread
Good quality. Genuine product.READ MORE,5,1,good quality genuine productread
SuparREAD MORE,3,0,suparread
SupperREAD MORE,5,1,supperread
Nic oneREAD MORE,5,1,nic oneread
GoodREAD MORE,5,1,goodread
Product is good and worth of every penny.READ MORE,5,1,product good worth every pennyread
goodREAD MORE,4,1,goodread
For a player it's goodREAD MORE,5,1,player goodread
Super qulittREAD MORE,5,1,super qulittread
NiceREAD MORE,5,1,niceread
GoodREAD MORE,5,1,goodread
NiceREAD MORE,5,1,niceread
Good has company brandREAD MORE,4,1,good company brandread
Value for moneyREAD MORE,5,1,value moneyread
Shuttle is very good perfect for badminton playersREAD MORE,5,1,shuttle good perfect badminton playersread
Nice itemREAD MORE,5,1,nice itemread
Good for playing shuttleREAD MORE,5,1,good playing shuttleread
GoodREAD MORE,5,1,goodread
Superb for outdoor. Nice QualityREAD MORE,4,1,superb outdoor nice qualityread
NiceREAD MORE,5,1,niceread
Value for money💯💯READ MORE,5,1,value moneyread
Very nice shuttle and speedREAD MORE,5,1,nice shuttle speedread
Good and durability is also goodREAD MORE,5,1,good durability also goodread
GoodREAD MORE,5,1,goodread
"Good,READ MORE",5,1,goodread
Excellent shuttle for outdoor use. And can last for 2-3 daysREAD MORE,5,1,excellent shuttle outdoor use last daysread
GoodREAD MORE,4,1,goodread
It is so goodREAD MORE,4,1,goodread
GoodREAD MORE,4,1,goodread
Good productREAD MORE,5,1,good productread
Good productREAD MORE,5,1,good productread
Original . Awesome. Love to FlipkartREAD MORE,5,1,original awesome love flipkartread
GudREAD MORE,5,1,gudread
"Very good , but expensive . Try it.READ MORE",5,1,good expensive try itread
NiceREAD MORE,5,1,niceread
First time damage product and next time give the good product.READ MORE,3,0,first time damage product next time give good productread
Great product😇READ MORE,5,1,great productread
Awesome 👌READ MORE,5,1,awesome read
Worth for money good oneREAD MORE,4,1,worth money good oneread
VEERY GOOD PRDUCTREAD MORE,5,1,veery good prductread
Perfect for indoor games..READ MORE,5,1,perfect indoor gamesread
Very Good Quality Provided By Flipkart!READ MORE,5,1,good quality provided flipkartread
Good product...READ MORE,5,1,good productread
Good productREAD MORE,4,1,good productread
Very goodREAD MORE,5,1,goodread
ExcellentREAD MORE,5,1,excellentread
Shuttlecock quality is much more betterREAD MORE,5,1,shuttlecock quality much betterread
The shuttles areREAD MORE,2,0,shuttle areread
Perfect for intermediate level of playingREAD MORE,5,1,perfect intermediate level playingread
Good product for yonex and good service for FlipkartREAD MORE,5,1,good product yonex good service flipkartread
It's good I really appreciateREAD MORE,5,1,good really appreciateread
Excellent shuttle.....READ MORE,5,1,excellent shuttleread
Nice oneREAD MORE,4,1,nice oneread
WorthyREAD MORE,5,1,worthyread
I am happyREAD MORE,5,1,happyread
Kollam superREAD MORE,5,1,kollam superread
Genuine product...thanks flipkartREAD MORE,5,1,genuine productthanks flipkartread
Very good productREAD MORE,5,1,good productread
This time not good soREAD MORE,1,0,time good soread
Not worth for even single star.READ MORE,1,0,worth even single starread
Fine oneREAD MORE,4,1,fine oneread
GoodREAD MORE,5,1,goodread
Very poor QualityREAD MORE,1,0,poor qualityread
Quality was not good after playing one or two games the bottom came off the shuttle.READ MORE,1,0,quality good playing one two game bottom came shuttleread
Very goodREAD MORE,5,1,goodread
Quality not goodREAD MORE,2,0,quality goodread
Good & original productREAD MORE,5,1,good original productread
Good qualityREAD MORE,5,1,good qualityread
Excellent.READ MORE,5,1,excellentread
Very goodREAD MORE,5,1,goodread
Bad product 🥴READ MORE,1,0,bad product read
NiceREAD MORE,4,1,niceread
No one is like YonexREAD MORE,5,1,one like yonexread
Good build qualityREAD MORE,4,1,good build qualityread
GoodREAD MORE,4,1,goodread
NiceREAD MORE,5,1,niceread
"Not the original one which is made by Yonex company..look is completely same with the original product. it's very difficult to differentiate with original product.but when you play with this,you can feel the difference with original one.not lasting like original.good for beginners..READ MORE",3,0,original one made yonex companylook completely original product difficult differentiate original productbut play thisyou feel difference original onenot lasting like originalgood beginnersread
Gd productREAD MORE,5,1,gd productread
NiceREAD MORE,5,1,niceread
Nice productREAD MORE,5,1,nice productread
SupebREAD MORE,4,1,supebread
Very good 😊😊😊😊😊READ MORE,5,1,good read
ExcellentREAD MORE,5,1,excellentread
SuperREAD MORE,5,1,superread
Very cheap quality... Didn't least fir one gameREAD MORE,3,0,cheap quality didnt least fir one gameread
This product is a very bad and totally changed.READ MORE,2,0,product bad totally changedread
NiceREAD MORE,4,1,niceread
Good itemREAD MORE,5,1,good itemread
superREAD MORE,5,1,superread
Nice product u can go for it.. Packing was good overall genuine product worth for money.READ MORE,4,1,nice product u go packing good overall genuine product worth moneyread
Old productREAD MORE,3,0,old productread
Worth of costREAD MORE,5,1,worth costread
GoodREAD MORE,5,1,goodread
Best in mid range for daily useREAD MORE,5,1,best mid range daily useread
GoodREAD MORE,5,1,goodread
Very nice product.READ MORE,4,1,nice productread
Nice product.READ MORE,4,1,nice productread
See getting mavis 350 in market is quite confused one with originality and it's transportation charge exceeds than our budget but flipkart made us so comfortable by providing highly original product with good packing and timy delivery.READ MORE,5,1,see getting mavis market quite confused one originality transportation charge exceeds budget flipkart made u comfortable providing highly original product good packing timy deliveryread
ExcellentREAD MORE,5,1,excellentread
GoodREAD MORE,5,1,goodread
Better qualityREAD MORE,5,1,better qualityread
Good quality shuttles. Delivery is also fastREAD MORE,5,1,good quality shuttle delivery also fastread
Original shuttle ❤️🔥READ MORE,5,1,original shuttle read
Very goodREAD MORE,5,1,goodread
Poor responsed from FlipkartREAD MORE,4,1,poor responsed flipkartread
Fantastic….READ MORE,5,1,fantasticread
Very very disappoinment Flipkart...I ordered 2set of mavis 350 shuttle but 12 shuttles are very very poor quality... 1shuttle only for 2 gameVer very disappoinmentREAD MORE,1,0,disappoinment flipkarti ordered set mavis shuttle shuttle poor quality shuttle gamever disappoinmentread
Nuber one qualittyREAD MORE,5,1,nuber one qualittyread
SuperREAD MORE,5,1,superread
GoodREAD MORE,4,1,goodread
Value for moneyREAD MORE,4,1,value moneyread
Original product love it..READ MORE,5,1,original product love itread
Good to see that what is described by Brand and seller are spot on..Ideal for beginners to Amateur players.READ MORE,5,1,good see described brand seller spot onideal beginner amateur playersread
Good oneREAD MORE,4,1,good oneread
"Super,strongREAD MORE",5,1,superstrongread
"Price is too much,But can't compare with otherREAD MORE",4,1,price muchbut cant compare otherread
GdREAD MORE,5,1,gdread
Good productREAD MORE,5,1,good productread
Quality is not goodREAD MORE,2,0,quality goodread
GoodREAD MORE,5,1,goodread
Worth to buyREAD MORE,5,1,worth buyread
GoodREAD MORE,3,0,goodread
Superb quality . Thanks alot to deliver guyREAD MORE,5,1,superb quality thanks alot deliver guyread
Ok okREAD MORE,4,1,ok okread
Genuine and Original product by seller. Mavis 350 is slow and suited for Indian atmospheric conditions as per personal opinion.READ MORE,5,1,genuine original product seller mavis slow suited indian atmospheric condition per personal opinionread
Very good service. Fast deliveryREAD MORE,5,1,good service fast deliveryread
SuperREAD MORE,5,1,superread
NiceREAD MORE,4,1,niceread
Very niceREAD MORE,5,1,niceread
GoodREAD MORE,4,1,goodread
NiceREAD MORE,5,1,niceread
ExcellentREAD MORE,5,1,excellentread
Good qualityREAD MORE,5,1,good qualityread
Nice itemREAD MORE,5,1,nice itemread
GoodREAD MORE,3,0,goodread
The product was good and good for smashes but not good for drop.READ MORE,4,1,product good good smash good dropread
Great product. Highly recommended for practice.READ MORE,5,1,great product highly recommended practiceread
Price is higher than it's qualityREAD MORE,3,0,price higher qualityread
GoodREAD MORE,5,1,goodread
Nice oneREAD MORE,4,1,nice oneread
Good qualityREAD MORE,4,1,good qualityread
Good qualityREAD MORE,4,1,good qualityread
GoodREAD MORE,5,1,goodread
Nice Product.READ MORE,5,1,nice productread
Good productREAD MORE,5,1,good productread
GoodREAD MORE,4,1,goodread
Very goodREAD MORE,4,1,goodread
Good to playREAD MORE,4,1,good playread
Genuine best qualityREAD MORE,5,1,genuine best qualityread
SuperREAD MORE,4,1,superread
Good itemsREAD MORE,3,0,good itemsread
GoodREAD MORE,5,1,goodread
Waste of moneyREAD MORE,1,0,waste moneyread
Overall product is good except durability... It lasts only 3-4 days of heavy match...In this price range it's durability should be increased according to my opinion...READ MORE,4,1,overall product good except durability last day heavy matchin price range durability increased according opinionread
SuperREAD MORE,5,1,superread
Nice productREAD MORE,5,1,nice productread
GoodREAD MORE,5,1,goodread
I am playing badminton from 2 years and I never use other shuttle than this and this shuttle is fabulous vREAD MORE,5,1,playing badminton year never use shuttle shuttle fabulous vread
